Age,Cluster,District,Female_15_29,Female_30,Gendered_HH_Type,KFP_Comp_Feed,KFP_Comp_Feed_2,KFP_criticalhandwashing,KFP_Dietary_Diversity,KFP_Exclusive,KFP_Initiation,KFP_minmeal,Men_15_29,Men_30,Participate_CareGroup,Participate_CashTransfer,Participate_Disaster,Participate_FFB,Participate_GenderedClimate,Participate_IGA,Participate_Natural,Participate_PTS,Participate_ResilienceDesign,Participate_SAADialoguesGender,Participate_SuppFeeding,Participate_TVET,Participate_VillageSavings,Participate_WASH,Sex,Village,Ward,Frame1_3,Frame3,program,KFP_contbf,KFP_micronutrient,KFP_TimelyImmun,Participate_AgrLoan,Participate_CommSupp,Participate_DykeCon,Participate_Irrigation,Participate_Livestock,Participate_Marketing,Participate_Meg,Participate_Radio,Participate_TVET_formal,Participate_TVET_informal,Participate_WaterManage,Participate_YouthGroup,source_caregroup,source_cluster,source_healthfacil,source_interpersonal,source_other,source_promoter,source_radio,source_socialmedia,source_tfd,source_training,frame_c06
47,NKASALA,ZOMBA,3,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Male,NKASALA,NKAPITA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
53,NKASALA,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,NKASALA,NKAPITA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
41,NKASALA,ZOMBA,3,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,NKASALA,NKAPITA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
47,NKASALA,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,NKASALA,NKAPITA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
41,NKASALA,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,MJAMBE,NKAPITA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
54,NAWANI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MWENGO 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
40,NAWANI,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MWENGO 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
51,NKASALA,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,2,1,1,0,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,MJAMBE,NKAPITA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
29,NAWANI,ZOMBA,0,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MWENGO 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
68,NAWANI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MWENGO 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
65,CHIUNDA,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,LIKOSWE,CHIUNDA,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
52,CHIUNDA,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,1,Male,MLIMA,CHIUNDA,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
39,NANKUMBA,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MPHUNGA,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
27,NANKUMBA,MANGOCHI,2,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,NANKUMBA,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
65,MAKUNDIKA,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,0,0,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,LEVENI,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
66,MAKUNDIKA,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,1,Male,LEVENI,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,0,1,1,1,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
52,KAMSIYA,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,Female,ZITA,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
49,KAMSIYA,MANGOCHI,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,Female,ZITA,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
45,KAMSIYA,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,1,0,Female,ZITA,NANKUMBA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
57,NAWANI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,MAINGA,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
53,NAWANI,ZOMBA,3,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,MMANGENI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
68,NAWANI,ZOMBA,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MMANGENI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
47,NAWANI,ZOMBA,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MMANGENI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
53,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MWENGO 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
60,MATUMBI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
45,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
66,MATUMBI,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
41,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
24,MATUMBI,ZOMBA,0,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
42,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
51,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
44,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
51,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
23,MATUMBI,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
32,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
43,MATUMBI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
22,MATUMBI,ZOMBA,0,0,Adult Male no Adult Female (MnF),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
57,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
37,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
34,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
46,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
46,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
74,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
41,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Producer
30,BAMUSI,MANGOCHI,0,1,Adult Female no Adult Male (FnM),NA,0,NA,0,0,0,NA,0,0,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,Health and Nutrition
28,BAMUSI,MANGOCHI,1,0,Adult Female no Adult Male (FnM),NA,0,NA,0,0,0,NA,0,0,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,2,2,2,2,2,2,2,2,Health and Nutrition
42,MSONTHE,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,2,1,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MAKWINJA,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,Health and Nutrition
26,MSONTHE,MANGOCHI,1,0,Adult Male no Adult Female (MnF),NA,0,NA,0,0,0,NA,0,1,0,1,0,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,BWANALI,CHILIPA,NA,NA,TITUKULANE,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,Health and Nutrition
23,CHIPANDE,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2,2,1,2,2,2,2,2,2,2,Health and Nutrition
36,BAMUSI,MANGOCHI,1,1,Adult Female no Adult Male (FnM),NA,0,NA,0,0,0,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,2,1,2,2,2,2,2,2,2,Health and Nutrition
43,BAMUSI,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,1,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,Health and Nutrition
26,BAMUSI,MANGOCHI,1,0,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,MIKA,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,Health and Nutrition
32,BAMUSI,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,1,Female,MIKA,CHILIPA,NA,NA,TITUKULANE,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,2,1,2,2,1,1,1,2,1,Health and Nutrition
34,MSONTHE,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,BWANALI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,1,1,2,1,1,1,2,1,Health and Nutrition
36,CHIPANDE,ZOMBA,0,1,Adult Female no Adult Male (FnM),NA,0,NA,0,0,1,NA,0,0,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,Health and Nutrition
25,BAMUSI,MANGOCHI,1,0,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,1,0,0,0,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,Health and Nutrition
21,MSONTHE,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,1,1,NA,1,1,1,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,MAKWINJA,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,2,2,1,2,1,1,2,2,2,Health and Nutrition
33,BAMUSI,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,1,1,0,0,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,1,2,1,1,2,2,1,Health and Nutrition
28,MSONTHE,MANGOCHI,1,0,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,BWANALI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,2,1,2,1,1,1,2,1,Health and Nutrition
39,BAMUSI,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,3,1,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MIKA,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,Health and Nutrition
35,MSONTHE,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,1,1,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,JALAKASI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,Health and Nutrition
31,BAMUSI,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,Health and Nutrition
42,MSONTHE,MANGOCHI,1,1,Adult Female no Adult Male (FnM),NA,0,NA,0,0,0,NA,0,0,0,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MAKWINJA,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,Health and Nutrition
35,BAMUSI,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,BAMUSI,CHILIPA,NA,NA,TITUKULANE,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,Health and Nutrition
32,MSONTHE,MANGOCHI,0,1,Adult Female no Adult Male (FnM),NA,0,NA,0,0,1,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,MAKWINJA,CHILIPA,NA,NA,TITUKULANE,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,Health and Nutrition
32,CHIPANDE,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,Health and Nutrition
32,CHIPANDE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,Health and Nutrition
46,CHIPANDE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,4,0,0,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,1,0,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,Health and Nutrition
25,CHIPANDE,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,Health and Nutrition
28,CHIPANDE,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,0,NA,0,0,0,NA,0,1,0,0,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,CHIPANDE,CHIKOWI,NA,NA,TITUKULANE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,Health and Nutrition
